dest_name,source_path,bytes,title,finding
CLAIM_HYGIENE.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\02_PRIMARY_LEAN_REPOS\theophysics-lean-main\CLAIM_HYGIENE.md,4538,Claim Hygiene for Formal Correspondence,"> We defined formal models and proved that, inside those declared models, the"
GOD_TEST_REPORT.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\02_PRIMARY_LEAN_REPOS\theophysics-lean-main\GOD_TEST_REPORT.md,3435,God Test Lean 4 Report,`lake build` passed with the God Test module included.
INVENTORY__2.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\02_PRIMARY_LEAN_REPOS\theophysics-lean-main\INVENTORY.md,3612,Inventory,"These are not magic. They are compact checkpoints: if they compile, a bundle of key definitions and theorem dependencies still holds together."
00_BIAXIOSUM.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\hubble-gradient-prediction\hubble-gradient-prediction\00_BIAXIOSUM.md,5296,PAGE ZERO: THE BIAXIOSUM,
01_PAPER_I_FOUNDATIONAL.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\hubble-gradient-prediction\hubble-gradient-prediction\01_PAPER_I_FOUNDATIONAL.md,5052,PAPER I: THE FOUNDATIONAL CLAIM,> [The main result in plain language]
02_PAPER_II_ADVERSARIAL.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\hubble-gradient-prediction\hubble-gradient-prediction\02_PAPER_II_ADVERSARIAL.md,4025,PAPER II: THE ADVERSARIAL RESPONSE,"> *What is the most damaging attack on Paper I's claim? Not a nitpick. The one that, if it holds, breaks the core argument.*"
03_PAPER_III_APPLICATION.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\hubble-gradient-prediction\hubble-gradient-prediction\03_PAPER_III_APPLICATION.md,4528,PAPER III: THE APPLICATION,**Prediction (If the application holds):**
04_LANDSCAPE_MAP.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\hubble-gradient-prediction\hubble-gradient-prediction\04_LANDSCAPE_MAP.md,1646,THE LANDSCAPE MAP,
05_DESTRUCTION_MANUAL.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\hubble-gradient-prediction\hubble-gradient-prediction\05_DESTRUCTION_MANUAL.md,2377,HOW TO DESTROY THIS ARGUMENT,
06_PUBLIC_SUMMARY.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\hubble-gradient-prediction\hubble-gradient-prediction\06_PUBLIC_SUMMARY.md,1764,Hubble Gradient,Jargon Check: [ ] Passed — readable by non-specialist
07_DEFENSE_RECORD.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\hubble-gradient-prediction\hubble-gradient-prediction\07_DEFENSE_RECORD.md,2906,DEFENSE RECORD,> **Overall:** [Passed / Conditional Pass / Failed]
Appendix_B.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\hubble-gradient-prediction\hubble-gradient-prediction\Appendix B.md,9496,Appendix B: Mathematical Derivation,*Note on BAO: Baryon Acoustic Oscillation measurements at z ~ 0.5 do not directly measure H₀ in the same way the distance ladder does. BAO measures the angular diameter distance and sound horizon scal
Appendix_D.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\hubble-gradient-prediction\hubble-gradient-prediction\Appendix D.md,13408,Appendix D: The Full Framework,
lagrangian_side_by_side__2.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\03_VERIFICATION_PYTHON_COLAB_SOURCE_ONLY\theophysics-prediction-lab\reports\lagrangian_side_by_side.md,19750,Lagrangian Side-by-Side Report,- result: `0`
LOAD_BEARING_GAP_SUMMARY.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\04_OPEN_PROBLEMS_AND_GAPS\LOAD_BEARING_GAP_SUMMARY.md,1914,Load-Bearing Gap Summary,
BRIDGE_PROTOCOL_2026-07-17.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\05_CANONICAL_DOCS\BRIDGE_PROTOCOL_2026-07-17.md,13275,The Bridge Protocol,Using physics prestige to make a theological claim feel proven when only an analogy has been established.
TEN_LAWS_BRIDGE_MATRIX_2026-07-17.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\05_CANONICAL_DOCS\TEN_LAWS_BRIDGE_MATRIX_2026-07-17.md,8963,Ten Laws Bridge Matrix,"### Replace ""Proves"" With ""Maps"" Unless the Claim Is Actually Proven"
BUILD_ATTEMPT_2026-07-17.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\PROFESSIONAL_HANDOFF_2026-07-17\90_REFERENCE_MANIFESTS\BUILD_ATTEMPT_2026-07-17.md,1531,Build Attempt,Result:
lean4-lane4-plan.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\Theophysics_Typed_Canon_Lane4\lean4-lane4-plan.md,2707,Objective,
theophysics-descent-spine.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\Theophysics_Typed_Canon_Lane4\theophysics-descent-spine.md,17632,Audit,
theophysics-module-map.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\Theophysics_Typed_Canon_Lane4\theophysics-module-map.md,20444,Audit,
typed-canon-summary.md,//192.168.2.50/h_hp/Desktop 2/LEAN 4\Theophysics_Typed_Canon_Lane4\typed-canon-summary.md,1659,Purpose,
